#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,2.992500,0.000000,0.000000,2.736292,2.350542,0.044958,9.269959
0.000000,0.000000,3.057583,0.000000,0.000000,2.681333,2.498125,0.044916,8.643417
0.000000,0.000000,3.408875,0.000000,0.000000,2.785750,3.181416,0.046625,9.103292
0.000000,0.000000,3.274500,0.000000,0.000000,2.817417,2.613791,0.042916,9.733625
0.000000,0.000000,3.296333,0.000000,0.000000,3.108042,2.512083,0.046375,9.241500
0.000000,0.000000,3.127958,0.000000,0.000000,2.723625,2.523083,0.046959,9.249625
0.000000,0.000000,3.049375,0.000000,0.000000,2.761625,3.018417,0.046916,8.817208
0.000000,0.000000,3.398834,0.000000,0.000000,2.641958,2.540375,0.046667,9.711292
0.000000,0.000000,3.272250,0.000000,0.000000,2.849250,3.050542,0.047125,8.971708
0.000000,0.000000,3.246875,0.000000,0.000000,2.572000,2.876833,0.046334,9.683375
0.000000,0.000000,3.441750,0.000000,0.000000,2.679458,2.928459,0.440625,9.404875
0.000000,0.000000,3.254125,0.000000,0.000000,2.398625,2.055416,0.033875,9.765292
0.000000,0.000000,2.428125,0.000000,0.000000,2.792625,2.737792,0.037125,7.218042
0.000000,0.000000,2.622375,0.000000,0.000000,2.978583,2.254000,0.038667,8.596875
0.000000,0.000000,2.730166,0.000000,0.000000,2.829334,3.003375,0.039292,8.415500
0.000000,0.000000,2.686250,0.000000,0.000000,3.173292,2.639334,0.042708,8.944083
0.000000,0.000000,2.821583,0.000000,0.000000,2.906333,2.324833,0.042250,9.106500
0.000000,0.000000,3.003584,0.000000,0.000000,2.734917,3.178250,0.042750,8.659625
0.000000,0.000000,2.947375,0.000000,0.000000,2.821000,2.793375,0.043208,9.341750
0.000000,0.000000,2.890542,0.000000,0.000000,2.892292,2.826291,0.042916,8.941208
0.000000,0.000000,2.882375,0.000000,0.000000,3.061666,2.455250,0.043334,9.081375
0.000000,0.000000,2.950667,0.000000,0.000000,2.767792,2.407209,0.042250,8.922833
0.000000,0.000000,3.055958,0.000000,0.000000,2.803375,3.033500,0.046083,8.709375
0.000000,0.000000,3.073250,0.000000,0.000000,2.910500,2.578291,0.043709,9.404833
0.000000,0.000000,3.057292,0.000000,0.000000,2.736625,2.533584,0.046292,9.027625
0.000000,0.000000,2.907583,0.000000,0.000000,2.624917,3.014000,0.044750,8.695917
0.000000,0.000000,3.172791,0.000000,0.000000,2.688125,2.963750,0.043167,9.276291
0.000000,0.000000,3.094875,0.000000,0.000000,2.695500,3.042709,0.042583,9.239958
